City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
293,Methven,-43.6333,171.65,57.02,80,89,1.01,NZ,2022-04-13 00:39:54
294,Sistranda,63.7256,8.834,35.56,72,100,5.1,NO,2022-04-13 00:39:55
295,Hanmer Springs,-42.5167,172.8167,55.29,68,96,4.65,NZ,2022-04-13 00:39:55
296,Katangli,51.7102,143.2326,28.31,76,100,13.27,RU,2022-04-13 00:39:56
297,Georgetown,5.4112,100.3354,80.53,93,20,3.44,MY,2022-04-13 00:35:05
298,Port Lincoln,-34.7333,135.8667,68.67,61,53,15.77,AU,2022-04-13 00:38:03
299,Middleton,53.55,-2.2,52.84,92,94,6.51,GB,2022-04-13 00:39:57
300,Port-Gentil,-0.7193,8.7815,79.72,85,100,9.33,GA,2022-04-13 00:39:57
301,North Bend,43.4065,-124.2243,48.24,88,100,11.5,US,2022-04-13 00:39:58
302,Scarborough,54.2797,-0.4044,52.93,89,100,8.99,GB,2022-04-13 00:37:32
303,Hofn,64.2539,-15.2082,35.65,76,81,15.97,IS,2022-04-13 00:39:58
304,Hays,30.0502,-98.0336,84.34,84,50,16.53,US,2022-04-13 00:39:59
305,Ust-Maya,60.4167,134.5333,25.18,86,68,1.39,RU,2022-04-13 00:39:59
306,Razdolinsk,58.4211,94.6658,25.57,85,100,0.02,RU,2022-04-13 00:40:00
307,Tonneins,44.3921,0.3124,55.67,90,100,8.32,FR,2022-04-13 00:40:00
308,Haines Junction,60.7522,-137.5108,33.75,21,6,4.61,CA,2022-04-13 00:40:01
309,Jalu,29.0331,21.5482,62.62,28,50,8.46,LY,2022-04-13 00:40:01
310,Constitucion,-35.3333,-72.4167,55.04,55,0,9.78,CL,2022-04-13 00:40:02
311,La Palma,33.8464,-118.0467,72.19,33,0,23.02,US,2022-04-13 00:40:03
312,Baghdad,33.3406,44.4009,60.71,41,0,2.3,IQ,2022-04-13 00:35:17
313,Mahebourg,-20.4081,57.7,77.29,88,40,14.97,MU,2022-04-13 00:40:04
314,De-Kastri,51.4667,140.7833,29.01,82,100,10.25,RU,2022-04-13 00:40:04
315,Mana,5.6592,-53.7767,77.29,87,66,9.53,GF,2022-04-13 00:40:05
316,Komsomolskiy,40.4272,71.7189,59.72,67,34,4.61,UZ,2022-04-13 00:40:06
317,Kalabo,-14.97,22.6814,67.93,82,99,4.97,ZM,2022-04-13 00:40:06
318,Opunake,-39.4556,173.8583,65.84,79,100,30.71,NZ,2022-04-13 00:40:07
319,Sioux Falls,43.55,-96.7003,60.66,85,75,17.27,US,2022-04-13 00:37:12
320,Arenys De Mar,41.5819,2.5494,58.75,86,100,4.0,ES,2022-04-13 00:40:08
321,Ekhabi,53.5102,142.9671,27.43,72,100,11.3,RU,2022-04-13 00:40:08
322,Dongkan,33.9997,119.8308,53.19,62,100,13.73,CN,2022-04-13 00:40:09
323,Otradnoye,59.7775,30.8181,33.96,94,8,2.75,RU,2022-04-13 00:40:09
324,Presidencia Roque Saenz Pena,-26.7852,-60.4388,66.16,96,7,6.15,AR,2022-04-13 00:40:10
325,Pathein,16.7833,94.7333,83.66,67,1,12.19,MM,2022-04-13 00:40:10
326,Yafran,32.0633,12.5286,57.33,41,22,21.39,LY,2022-04-13 00:40:11
327,Ampanihy,-24.7,44.75,71.65,74,18,8.21,MG,2022-04-13 00:41:12
328,Diamantino,-14.4086,-56.4461,80.8,63,98,1.03,BR,2022-04-13 00:41:12
329,Chara,56.9064,118.2631,18.43,78,50,2.42,RU,2022-04-13 00:41:13
330,Sharjah,25.3573,55.4033,80.58,23,0,6.91,AE,2022-04-13 00:41:14
331,Sola,-13.8833,167.55,84.87,79,75,4.61,VU,2022-04-13 00:41:14
332,Kinsale,51.7075,-8.5306,50.23,100,75,2.3,IE,2022-04-13 00:41:15
333,Havoysund,70.9963,24.6622,30.43,65,100,13.24,NO,2022-04-13 00:41:15
334,Nunkini,20.3333,-90.1833,87.35,49,12,11.54,MX,2022-04-13 00:41:16
335,Aksu,41.1231,80.2644,61.41,28,100,4.56,CN,2022-04-13 00:41:16
336,Tangshan,39.6333,118.1833,56.26,23,100,6.31,CN,2022-04-13 00:39:13
337,Chulman,56.8479,124.9104,19.17,87,100,3.96,RU,2022-04-13 00:41:17
338,Invermere,50.5167,-116.0354,34.36,23,100,3.98,CA,2022-04-13 00:41:18
339,Bathsheba,13.2167,-59.5167,77.61,73,20,17.27,BB,2022-04-13 00:41:18
340,Saint George,37.1041,-113.5841,56.62,9,0,12.66,US,2022-04-13 00:41:01
341,Tayoltita,24.0833,-105.9333,71.83,44,1,5.68,MX,2022-04-13 00:41:19
342,Birakan,49.0167,131.7,34.95,60,100,4.05,RU,2022-04-13 00:41:19
343,Valera,9.3178,-70.6036,73.81,83,89,4.76,VE,2022-04-13 00:41:20
344,Bartica,6.4,-58.6167,77.32,94,21,2.37,GY,2022-04-13 00:41:21
345,Faya,18.3851,42.4509,62.71,47,83,2.26,SA,2022-04-13 00:41:21
346,Pacific Grove,36.6177,-121.9166,58.95,63,0,18.41,US,2022-04-13 00:41:22
347,Aswan,24.0934,32.907,72.7,18,0,6.91,EG,2022-04-13 00:37:50
348,Tairua,-37.0167,175.85,60.33,90,100,16.22,NZ,2022-04-13 00:41:23
349,Sueca,39.2026,-0.3111,57.85,92,92,3.87,ES,2022-04-13 00:41:23
350,Freetown,8.484,-13.2299,78.51,83,75,4.61,SL,2022-04-13 00:37:49
351,Beringovskiy,63.05,179.3167,23.38,95,100,13.35,RU,2022-04-13 00:41:24
352,Boyolangu,-8.1181,111.8935,80.51,76,52,2.06,ID,2022-04-13 00:41:24
353,Portland,45.5234,-122.6762,46.51,86,75,11.5,US,2022-04-13 00:40:31
354,Baiyin,36.5583,104.2081,45.91,38,46,6.44,CN,2022-04-13 00:41:25
355,Karymskoye,51.6167,114.35,36.48,41,100,2.66,RU,2022-04-13 00:41:25
356,Terme,41.2092,36.9739,37.33,76,35,5.59,TR,2022-04-13 00:41:26
357,Erenhot,43.6475,111.9767,39.33,44,8,11.25,CN,2022-04-13 00:41:26
358,Krasnorechenskiy,44.6265,135.3532,38.75,61,100,7.31,RU,2022-04-13 00:41:27
359,Bethel,41.3712,-73.414,63.75,44,0,4.61,US,2022-04-13 00:41:27
360,San Pedro Del Parana,-26.8333,-56.2,69.57,82,100,4.09,PY,2022-04-13 00:41:28
361,Naustdal,61.509,5.7168,42.66,80,100,6.11,NO,2022-04-13 00:41:28
362,Mezen,65.8522,44.24,28.36,96,100,1.52,RU,2022-04-13 00:41:29
363,Marsa Matruh,31.3525,27.2453,59.2,58,40,11.5,EG,2022-04-13 00:41:29
364,Bonavista,48.6499,-53.1147,32.52,88,100,30.02,CA,2022-04-13 00:41:30
365,Merauke,-8.4667,140.3333,85.14,72,38,4.85,ID,2022-04-13 00:41:30
366,Yerbogachen,61.2767,108.0108,27.54,77,69,7.11,RU,2022-04-13 00:41:31
367,Prince Rupert,54.3161,-130.3201,42.89,21,0,13.8,CA,2022-04-13 00:40:59
368,Grootfontein,-19.5667,18.1167,60.37,94,97,1.14,NA,2022-04-13 00:41:32
369,Krasnyy Oktyabr,56.1167,38.8833,43.27,99,100,6.69,RU,2022-04-13 00:41:32
370,Salina,38.8403,-97.6114,84.33,47,100,32.21,US,2022-04-13 00:39:02
371,Puri,19.8,85.85,81.12,88,20,20.96,IN,2022-04-13 00:41:33
372,Manitouwadge,49.1215,-85.8403,31.68,94,100,0.87,CA,2022-04-13 00:42:33
373,Beloha,-25.1667,45.05,71.4,86,100,12.19,MG,2022-04-13 00:42:34
374,Marfino,55.7028,37.3822,39.15,86,100,8.95,RU,2022-04-13 00:42:34
375,Tansa,46.9167,27.2333,39.38,71,9,6.67,RO,2022-04-13 00:42:35
376,Port Blair,11.6667,92.75,77.04,94,20,2.3,IN,2022-04-13 00:42:35
377,Nanakuli,21.3906,-158.1547,84.15,54,40,16.11,US,2022-04-13 00:42:36
378,Kudahuvadhoo,2.6708,72.8944,84.29,74,100,16.24,MV,2022-04-13 00:42:36
379,Aksay,47.26,39.87,43.25,85,100,13.0,RU,2022-04-13 00:42:37
380,Qasigiannguit,68.8193,-51.1922,17.85,89,51,5.57,GL,2022-04-13 00:42:37
381,Moron,-34.6534,-58.6198,64.15,54,2,5.21,AR,2022-04-13 00:40:14
382,Uyuni,-20.4597,-66.825,46.2,14,4,18.43,BO,2022-04-13 00:42:38
383,Margasari,-7.1,109.0167,80.76,76,68,3.49,ID,2022-04-13 00:42:38
384,Port Hedland,-20.3167,118.5667,80.65,54,2,0.0,AU,2022-04-13 00:42:38
385,Canutama,-6.5339,-64.3831,75.94,91,77,3.22,BR,2022-04-13 00:42:39
386,Great Yarmouth,52.6083,1.7305,52.41,93,100,10.36,GB,2022-04-13 00:42:39
387,Maceio,-9.6658,-35.7353,74.64,88,0,3.44,BR,2022-04-13 00:42:40
388,Lavrentiya,65.5833,-171.0,20.16,84,95,10.85,RU,2022-04-13 00:42:40
389,Abu Dhabi,24.4667,54.3667,82.51,69,0,3.44,AE,2022-04-13 00:40:57
390,Kulhudhuffushi,6.6221,73.07,83.89,71,25,6.67,MV,2022-04-13 00:42:41
391,Koslan,63.4564,48.8989,34.39,99,100,6.35,RU,2022-04-13 00:42:41
392,Tiarei,-17.5333,-149.3333,84.22,73,11,13.38,PF,2022-04-13 00:42:42
393,Krapivinskiy,54.9992,86.8133,33.19,90,100,8.25,RU,2022-04-13 00:42:42
394,Viedma,-40.8135,-62.9967,51.15,48,21,7.78,AR,2022-04-13 00:42:43
395,Tessalit,20.1986,1.0114,79.66,6,2,6.46,ML,2022-04-13 00:42:43
396,Beinamar,8.6698,15.3813,82.71,51,100,1.97,TD,2022-04-13 00:42:44
397,Kamien Pomorski,53.9685,14.7726,44.96,63,98,11.97,PL,2022-04-13 00:42:44
398,Am Timan,11.0297,20.2827,84.15,43,71,4.68,TD,2022-04-13 00:42:45
399,Auriflama,-20.6856,-50.5547,75.24,67,10,3.31,BR,2022-04-13 00:42:45
400,Sligo,54.2697,-8.4694,50.68,95,98,3.65,IE,2022-04-13 00:42:45
401,Yuanping,38.7153,112.7575,51.42,54,100,2.95,CN,2022-04-13 00:42:46
402,Sorland,67.667,12.6934,38.19,83,100,11.48,NO,2022-04-13 00:42:46
403,Kutum,14.2,24.6667,71.69,13,17,0.34,SD,2022-04-13 00:42:47
404,Jiaozuo,35.2397,113.2331,58.33,48,100,3.87,CN,2022-04-13 00:38:18
405,Santa Maria,-29.6842,-53.8069,69.1,88,20,2.3,BR,2022-04-13 00:39:16
406,Asyut,27.181,31.1837,59.18,52,5,14.61,EG,2022-04-13 00:42:48
407,Bayshore Gardens,27.4253,-82.5904,75.22,61,75,3.44,US,2022-04-13 00:42:49
408,Harnosand,62.6323,17.9379,30.2,89,100,4.0,SE,2022-04-13 00:42:49
409,Nara,34.6851,135.8049,73.96,64,100,3.06,JP,2022-04-13 00:42:50
410,Kovdor,67.5662,30.4758,19.36,93,29,1.5,RU,2022-04-13 00:42:50
411,Nome,64.5011,-165.4064,37.47,70,100,11.5,US,2022-04-13 00:42:51
412,Samarai,-10.6167,150.6667,84.9,71,84,11.1,PG,2022-04-13 00:42:51
413,Vuktyl,63.8567,57.3094,35.94,97,100,7.11,RU,2022-04-13 00:42:52
414,Tuatapere,-46.1333,167.6833,56.46,57,7,4.12,NZ,2022-04-13 00:42:52
415,Marienburg,54.0359,19.0266,41.88,72,18,5.12,PL,2022-04-13 00:43:53
416,Gamba,-2.65,10.0,76.5,92,83,2.93,GA,2022-04-13 00:43:53
417,Gavle,60.6745,17.1417,33.37,63,100,1.99,SE,2022-04-13 00:43:54
418,Zanjan,36.6736,48.4787,52.48,36,0,7.23,IR,2022-04-13 00:43:55
419,Qurayyat,31.3318,37.3428,50.18,71,0,9.22,SA,2022-04-13 00:43:55
420,Raga,8.4596,25.678,78.22,50,14,2.21,SS,2022-04-13 00:43:56
421,Tongren,27.7172,109.1853,63.66,85,100,2.44,CN,2022-04-13 00:43:56
422,Chabahar,25.2919,60.643,79.84,63,0,5.75,IR,2022-04-13 00:43:57
423,Alekseyevka,50.6309,38.6903,53.4,82,81,12.15,RU,2022-04-13 00:43:57
424,Evanston,42.0411,-87.6901,68.0,77,100,18.41,US,2022-04-13 00:43:58
425,Muros,42.7762,-9.0603,55.83,91,99,5.99,ES,2022-04-13 00:43:58
426,Zhezkazgan,47.8043,67.7144,48.29,67,0,6.69,KZ,2022-04-13 00:43:59
427,Edremit,39.5961,27.0244,40.75,70,0,5.75,TR,2022-04-13 00:43:59
428,Makakilo City,21.3469,-158.0858,82.72,51,40,16.11,US,2022-04-13 00:44:00
429,Hasaki,35.7333,140.8333,73.8,70,100,7.38,JP,2022-04-13 00:44:00
430,Bilma,18.6853,12.9164,82.0,10,2,8.25,NE,2022-04-13 00:44:01
431,Coahuayana,18.7333,-103.6833,77.97,70,91,4.09,MX,2022-04-13 00:44:01
432,Saint-Joseph,-21.3667,55.6167,75.58,85,100,16.46,RE,2022-04-13 00:44:02
433,Hirara,24.8,125.2833,78.66,88,75,12.66,JP,2022-04-13 00:44:03
434,Freistadt,48.511,14.5045,44.71,83,73,3.31,AT,2022-04-13 00:44:03
435,Houston,29.7633,-95.3633,79.39,81,100,21.85,US,2022-04-13 00:43:17
436,Nelson Bay,-32.7167,152.15,66.99,90,100,2.62,AU,2022-04-13 00:44:04
437,Hatfield,51.7634,-0.2242,52.09,91,75,6.91,GB,2022-04-13 00:44:05
438,Manaus,-3.1019,-60.025,79.29,94,75,3.44,BR,2022-04-13 00:39:37
439,Bajil,15.0584,43.2851,83.91,42,1,3.15,YE,2022-04-13 00:44:05
440,Rongcheng,30.634,117.8517,56.03,97,100,5.7,CN,2022-04-13 00:44:06
441,Pangnirtung,66.1451,-65.7125,5.5,98,100,5.01,CA,2022-04-13 00:44:07
442,Bristol,41.8334,-71.1662,63.97,59,0,4.61,US,2022-04-13 00:44:07
443,Chumikan,54.7183,135.315,26.4,85,100,9.37,RU,2022-04-13 00:44:08
444,Oktyabrskoye,43.0645,44.7417,39.34,93,100,4.47,RU,2022-04-13 00:44:08
445,Panorama,40.5878,23.0315,47.46,66,0,5.75,GR,2022-04-13 00:44:09
446,Arawa,-6.2132,155.5367,87.57,63,100,5.23,PG,2022-04-13 00:44:10
447,Ucluelet,48.9329,-125.5528,43.11,80,96,4.0,CA,2022-04-13 00:44:10
448,Pokhara,28.2333,83.9833,71.71,71,43,1.32,NP,2022-04-13 00:44:11
449,Nador,35.174,-2.9287,57.45,94,0,1.14,MA,2022-04-13 00:44:11
450,Chaihe,44.7667,129.7,44.33,23,0,8.1,CN,2022-04-13 00:44:12
451,Shingu,33.7333,135.9833,73.49,72,97,2.82,JP,2022-04-13 00:40:45
452,Mandan,46.8267,-100.8896,24.01,93,100,28.77,US,2022-04-13 00:44:12
453,Evensk,61.95,159.2333,21.15,64,100,12.01,RU,2022-04-13 00:44:13
454,Alta,69.9689,23.2717,29.46,80,100,3.44,NO,2022-04-13 00:44:13
455,Vanavara,60.34,102.2797,28.02,74,96,3.76,RU,2022-04-13 00:44:14
456,Yatou,37.15,122.3833,50.16,52,100,17.87,CN,2022-04-13 00:44:14
457,San Patricio,28.017,-97.5169,82.49,83,0,21.5,US,2022-04-13 00:44:15
458,Lagoa,39.05,-27.9833,61.07,79,100,10.74,PT,2022-04-13 00:44:15
459,Padang,-0.9492,100.3543,78.85,77,50,1.7,ID,2022-04-13 00:44:16
460,Belaya Gora,68.5333,146.4167,9.14,89,100,5.75,RU,2022-04-13 00:44:16
461,Verkhnevilyuysk,63.4453,120.3167,23.97,88,100,1.81,RU,2022-04-13 00:45:17
462,Aykhal,66.0,111.5,18.45,91,100,7.05,RU,2022-04-13 00:45:17
463,Margate,51.3813,1.3862,51.87,86,94,1.99,GB,2022-04-13 00:45:18
464,Parana,-31.732,-60.5238,62.56,67,0,9.31,AR,2022-04-13 00:45:18
465,Zheleznogorsk,52.331,35.3711,45.46,96,100,10.63,RU,2022-04-13 00:45:19
466,Pisco,-13.7,-76.2167,67.01,82,0,17.27,PE,2022-04-13 00:45:19
467,Sheridan,44.8333,-106.9173,16.18,75,100,26.46,US,2022-04-13 00:45:20
468,Petropavlovsk-Kamchatskiy,53.0452,158.6483,37.99,45,0,4.47,RU,2022-04-13 00:45:18
469,Zhigansk,66.7697,123.3711,7.93,83,100,8.01,RU,2022-04-13 00:45:20
470,Rominimbang,7.5,124.3,75.63,72,58,4.21,PH,2022-04-13 00:45:21
471,Baykit,61.67,96.37,25.43,83,100,3.38,RU,2022-04-13 00:45:21
472,Cislau,45.25,26.3667,36.68,68,26,4.72,RO,2022-04-13 00:45:22
473,Nago,26.5881,127.9761,77.43,82,38,8.37,JP,2022-04-13 00:45:22
474,Los Llanos De Aridane,28.6585,-17.9182,60.55,93,0,11.5,ES,2022-04-13 00:45:23
475,Meulaboh,4.1363,96.1285,78.31,86,100,3.27,ID,2022-04-13 00:45:23
476,Yumen,40.2833,97.2,41.59,14,100,16.37,CN,2022-04-13 00:45:24
477,Atocha,-20.9333,-66.2333,45.91,13,0,18.79,BO,2022-04-13 00:45:24
478,Ostrowiec Swietokrzyski,50.9294,21.3853,38.08,71,67,3.98,PL,2022-04-13 00:45:25
479,Singapore,1.2897,103.8501,85.95,85,40,3.44,SG,2022-04-13 00:43:13
480,Garowe,8.4054,48.4845,73.87,87,14,4.76,SO,2022-04-13 00:45:25
481,Maarianhamina,60.0973,19.9348,26.46,100,0,1.14,AX,2022-04-13 00:45:26
482,Ambanja,-13.6833,48.45,72.32,88,100,3.85,MG,2022-04-13 00:45:26
483,Duku,11.2361,4.9073,81.25,64,99,9.42,NG,2022-04-13 00:45:27
484,Birin,26.8865,88.0718,62.78,79,89,1.5,NP,2022-04-13 00:45:27
485,Northam,51.0333,-4.2167,52.61,95,66,13.29,GB,2022-04-13 00:45:28
486,Santa Rosa,14.3122,121.1114,82.38,84,100,0.27,PH,2022-04-13 00:45:28
487,Bahawalnagar,30.5508,73.3908,76.64,17,0,7.0,PK,2022-04-13 00:44:09
488,Mani,4.8172,-72.2886,79.68,71,82,3.02,CO,2022-04-13 00:45:29
489,Cartagena Del Chaira,1.3349,-74.8429,73.18,97,100,1.95,CO,2022-04-13 00:45:30
490,Ceres,37.5949,-120.9577,62.8,30,0,16.11,US,2022-04-13 00:43:47
491,Varberg,57.1056,12.2508,43.05,57,100,13.2,SE,2022-04-13 00:45:30
492,Tromso,69.6496,18.957,32.02,74,100,5.75,NO,2022-04-13 00:45:31
493,Bubaque,11.2833,-15.8333,74.37,78,97,17.49,GW,2022-04-13 00:45:31
494,Lake Havasu City,34.4839,-114.3224,70.0,3,0,11.5,US,2022-04-13 00:45:32
495,Leshukonskoye,64.8989,45.7622,32.58,99,100,1.79,RU,2022-04-13 00:45:32
496,Fuling,29.7022,107.3919,66.15,83,9,2.98,CN,2022-04-13 00:45:33
497,The Pas,53.8251,-101.2541,23.02,63,100,11.5,CA,2022-04-13 00:45:33
498,Maba,24.6841,113.5984,79.25,66,55,6.98,CN,2022-04-13 00:45:34
499,Kamsack,51.5667,-101.9009,22.78,89,100,9.57,CA,2022-04-13 00:45:34
500,Aljezur,37.3191,-8.8033,54.52,91,100,8.37,PT,2022-04-13 00:45:35
501,Kaoma,-14.7833,24.8,61.88,94,100,4.97,ZM,2022-04-13 00:45:35
502,Zelenoborskiy,66.845,32.3622,12.63,97,45,4.5,RU,2022-04-13 00:45:36
503,Natal,-5.795,-35.2094,80.82,83,20,5.75,BR,2022-04-13 00:44:20
504,Dingle,10.9995,122.6711,74.88,88,100,0.98,PH,2022-04-13 00:45:37
505,Khandyga,62.6667,135.6,21.78,87,80,1.21,RU,2022-04-13 00:45:37
506,Isangel,-19.55,169.2667,87.91,74,40,2.3,VU,2022-04-13 00:45:38
507,Ekibastuz,51.6667,75.3667,37.02,75,38,10.22,KZ,2022-04-13 00:45:38
508,Hambantota,6.1241,81.1185,80.24,82,100,4.97,LK,2022-04-13 00:46:39
509,Karpogory,64.0019,44.4451,33.22,99,100,2.33,RU,2022-04-13 00:46:39
510,Boa Vista,2.8197,-60.6733,82.38,65,75,9.22,BR,2022-04-13 00:46:40
511,Sao Pedro Da Cadeira,39.0698,-9.3717,58.66,95,14,11.07,PT,2022-04-13 00:46:40
512,Tutoia,-2.7619,-42.2744,78.84,86,100,8.66,BR,2022-04-13 00:46:41
513,Salalah,17.0151,54.0924,78.89,94,40,2.3,OM,2022-04-13 00:46:41
514,San Policarpo,12.1791,125.5072,79.03,88,100,11.56,PH,2022-04-13 00:46:42
515,Dunedin,-45.8742,170.5036,59.81,54,57,5.99,NZ,2022-04-13 00:46:42
516,Krasnoselkup,65.7,82.4667,32.13,98,100,13.38,RU,2022-04-13 00:46:43
517,Ulaangom,49.9811,92.0667,32.04,52,98,6.91,MN,2022-04-13 00:46:43
518,La Spezia,44.1105,9.8434,54.57,69,100,4.7,IT,2022-04-13 00:46:44
519,Port Keats,-14.25,129.55,86.34,61,86,8.84,AU,2022-04-13 00:46:44
520,Kyabe,9.4515,18.9449,84.06,47,98,3.15,TD,2022-04-13 00:46:45
521,Ponta Pora,-22.5361,-55.7256,70.7,91,100,2.59,BR,2022-04-13 00:44:45
522,Vestmanna,62.1564,-7.1664,41.92,75,100,10.36,FO,2022-04-13 00:46:45
523,Katherine,-14.4667,132.2667,86.32,70,75,8.05,AU,2022-04-13 00:46:46
524,Hami,42.8,93.45,51.84,11,32,3.83,CN,2022-04-13 00:46:46
525,Lompoc,34.6391,-120.4579,60.78,53,0,27.63,US,2022-04-13 00:46:47
526,Porangatu,-13.4408,-49.1486,74.68,79,33,1.88,BR,2022-04-13 00:43:59
527,Tilichiki,60.4667,166.1,15.13,87,100,12.39,RU,2022-04-13 00:46:48
528,Dandong,40.1292,124.3947,53.62,28,100,18.81,CN,2022-04-13 00:46:48
529,Tpig,41.7801,47.589,39.49,70,86,2.57,RU,2022-04-13 00:46:49
530,Wichita Falls,33.9137,-98.4934,84.33,61,0,27.63,US,2022-04-13 00:46:49
531,Cotonou,6.3654,2.4183,76.98,88,20,2.3,BJ,2022-04-13 00:46:49
532,Chalco,19.2667,-98.9,77.97,39,72,7.76,MX,2022-04-13 00:46:50
533,Kribi,2.95,9.9167,79.45,84,100,5.61,CM,2022-04-13 00:46:50
534,Trapani,37.8333,12.6667,55.24,87,0,5.75,IT,2022-04-13 00:46:51
535,Bowen,-20.0167,148.2333,83.39,56,60,19.42,AU,2022-04-13 00:46:51
536,Oum Hadjer,13.2954,19.6966,83.82,43,7,7.87,TD,2022-04-13 00:46:52
537,Biltine,14.5333,20.9167,82.76,15,5,9.84,TD,2022-04-13 00:46:52
538,Saint-Georges,12.0564,-61.7485,80.28,78,20,20.71,GD,2022-04-13 00:46:53
539,Taonan,45.3333,122.7833,50.04,17,8,6.46,CN,2022-04-13 00:46:53
540,Guaymas,27.9333,-110.9,76.89,46,0,6.46,MX,2022-04-13 00:46:54
541,Robertsport,6.7533,-11.3686,78.24,86,100,11.36,LR,2022-04-13 00:46:54
542,Qiongshan,20.0058,110.3542,75.18,94,75,6.71,CN,2022-04-13 00:46:55
543,Sao Miguel Do Araguaia,-13.275,-50.1628,77.02,66,12,1.34,BR,2022-04-13 00:46:55
544,Deputatskiy,69.3,139.9,3.83,89,100,3.42,RU,2022-04-13 00:46:56
545,Hovd,48.0056,91.6419,35.65,26,12,2.53,MN,2022-04-13 00:46:56
546,Edson,53.5835,-116.4356,19.54,53,100,8.05,CA,2022-04-13 00:45:09
547,Ostroleka,53.0862,21.5757,36.39,64,100,2.62,PL,2022-04-13 00:46:57
548,Kushima,31.4583,131.2333,75.07,74,26,1.63,JP,2022-04-13 00:46:58
549,Bage,-31.3314,-54.1069,62.38,88,0,2.3,BR,2022-04-13 00:46:58
550,Zhaozhou,45.6833,125.3167,48.45,23,0,4.79,CN,2022-04-13 00:46:59
551,Alta Floresta,-9.8756,-56.0861,71.65,95,30,3.53,BR,2022-04-13 00:47:00
552,Takaka,-40.85,172.8,66.9,56,98,7.05,NZ,2022-04-13 00:47:00
553,Miandrivazo,-19.5167,45.4667,75.69,63,25,3.11,MG,2022-04-13 00:47:01
554,Porto Torres,40.835,8.3972,53.78,85,100,8.99,IT,2022-04-13 00:47:01
555,Tigil,57.8,158.6667,22.28,87,100,7.99,RU,2022-04-13 00:48:02
556,Mandalgovi,45.7625,106.2708,27.27,63,14,7.29,MN,2022-04-13 00:48:02
557,Ciudad Bolivar,8.1222,-63.5497,85.41,52,86,14.97,VE,2022-04-13 00:48:03
558,Dhidhdhoo,6.8833,73.1,83.84,71,51,6.53,MV,2022-04-13 00:48:03
559,Roma,43.2128,-75.4557,53.74,48,0,5.75,US,2022-04-13 00:45:00
560,Inverell,-29.7833,151.1167,73.67,73,43,4.0,AU,2022-04-13 00:48:04
561,Outjo,-20.1167,16.15,64.83,78,93,3.0,NA,2022-04-13 00:48:05
562,Sovetskiy,61.3614,63.5842,31.42,97,99,5.57,RU,2022-04-13 00:48:05
563,Damghan,36.1683,54.348,65.12,20,4,3.8,IR,2022-04-13 00:48:06
564,Half Moon Bay,37.4636,-122.4286,57.79,56,0,26.46,US,2022-04-13 00:47:12
565,Msanga,-6.05,36.0333,67.44,97,100,3.24,TZ,2022-04-13 00:48:07
566,Kafanchan,9.5833,8.3,69.3,84,53,4.54,NG,2022-04-13 00:48:07
567,Huarmey,-10.0681,-78.1522,68.18,84,75,9.82,PE,2022-04-13 00:48:08
568,Randolph,35.7001,-79.8164,69.94,68,75,0.0,US,2022-04-13 00:48:08
569,Skjervoy,70.0311,20.9714,28.4,81,99,7.94,NO,2022-04-13 00:48:09
570,Clive,41.603,-93.7241,80.82,50,40,24.16,US,2022-04-13 00:48:08
571,Laiyang,36.9758,120.7136,54.07,34,100,15.32,CN,2022-04-13 00:48:10
572,Contamana,-7.3333,-75.0167,78.55,81,100,4.76,PE,2022-04-13 00:48:10
573,Dakar,14.6937,-17.4441,67.08,100,40,9.22,SN,2022-04-13 00:44:14
574,Nizwa,22.9333,57.5333,79.02,17,0,4.07,OM,2022-04-13 00:48:11
575,Puerto Escondido,15.85,-97.0667,82.26,75,79,7.43,MX,2022-04-13 00:46:11
576,Dawlatabad,36.4141,64.9053,64.83,39,0,3.85,AF,2022-04-13 00:48:12
577,Lahij,13.1667,44.5833,73.89,51,4,1.88,YE,2022-04-13 00:48:12
578,Tangara,-6.1994,-35.8017,73.04,89,99,3.58,BR,2022-04-13 00:48:13
579,Yaan,7.3833,8.5667,75.54,83,100,6.08,NG,2022-04-13 00:48:13
580,Praya,14.9215,-23.5087,68.54,73,75,16.11,CV,2022-04-13 00:48:14
