City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Description
345,Baraboo,US,43.4711,-89.7443,35.74,64,0,8.05,clear sky
346,Alamor,EC,-4.0181,-80.0197,60.91,93,73,3.38,broken clouds
347,Saint Anthony,US,45.0205,-93.218,29.93,66,100,19.57,overcast clouds
348,Port-Cartier,CA,50.0334,-66.8654,33.91,99,100,4.09,overcast clouds
349,Baoying,CN,33.2292,119.3092,61.79,33,97,6.02,overcast clouds
350,Gatton,AU,-27.55,152.2833,77.94,54,42,8.7,scattered clouds
351,Bartica,GY,6.4,-58.6167,77.32,97,96,1.39,overcast clouds
352,Sergeyevka,KZ,53.88,67.4158,56.21,46,100,12.91,overcast clouds
353,Tahoua,NE,14.8888,5.2692,78.67,63,100,10.29,overcast clouds
354,Lazaro Cardenas,MX,17.9583,-102.2,74.25,79,95,3.78,overcast clouds
355,Promyshlennaya,RU,54.9159,85.6385,52.75,48,63,9.24,broken clouds
356,Payerne,CH,46.822,6.9361,53.1,77,50,4.0,scattered clouds
357,Vila Velha,BR,-20.3297,-40.2925,73.35,70,40,6.91,scattered clouds
358,Lagoa,PT,39.05,-27.9833,58.66,70,100,8.75,overcast clouds
359,Marrakesh,MA,31.6315,-8.0083,60.87,55,0,5.75,clear sky
360,Trenggalek,ID,-8.05,111.7167,88.07,64,70,4.45,broken clouds
361,Darab,IR,28.7519,54.5444,73.49,32,61,3.49,broken clouds
362,Roald,NO,62.5833,6.1333,44.76,93,46,9.22,scattered clouds
363,San Patricio,US,28.017,-97.5169,75.07,93,69,10.29,broken clouds
364,Temixco,MX,18.85,-99.2333,76.26,62,100,3.18,overcast clouds
365,Saint Andrews,US,34.0454,-81.1293,62.33,59,40,6.91,scattered clouds
366,Manggar,ID,-2.8833,108.2667,87.33,60,87,4.47,overcast clouds
367,Maniitsoq,GL,65.4167,-52.9,18.52,58,83,2.55,broken clouds
368,Nishihara,JP,26.1842,127.7558,74.48,58,75,21.85,broken clouds
369,Shillong,IN,25.5689,91.8831,75.24,61,20,14.97,haze
370,Casma,CL,-41.0082,-73.1244,49.6,99,13,2.55,few clouds
371,Ajdabiya,LY,30.7554,20.2263,73.36,17,89,18.01,overcast clouds
372,Chipinge,ZW,-20.1883,32.6236,62.56,93,55,3.67,broken clouds
373,Zyryanka,RU,65.75,150.85,19.76,66,100,0.85,overcast clouds
374,Amurzet,RU,47.6967,131.0981,47.59,50,95,18.07,overcast clouds
375,Nandura,IN,20.8333,76.45,93.72,20,0,10.96,clear sky
376,Souillac,MU,-20.5167,57.5167,77.38,83,75,19.57,light intensity shower rain
377,Eirunepe,BR,-6.6603,-69.8736,72.41,99,82,1.07,broken clouds
378,Akyab,MM,20.15,92.9,87.42,62,55,7.31,broken clouds
379,San Carlos Del Zulia,VE,9.0,-71.9135,76.08,88,99,4.81,overcast clouds
380,Takoradi,GH,4.8845,-1.7554,79.18,84,100,5.7,overcast clouds
381,Obera,AR,-27.4871,-55.1199,49.3,94,0,3.13,clear sky
382,Fonte Boa,BR,-2.4959,-66.2662,72.88,99,100,3.49,overcast clouds
383,Jutai,BR,-5.1833,-68.9,72.48,99,83,1.39,broken clouds
384,Acapulco,MX,16.8634,-99.8901,79.0,67,31,6.31,scattered clouds
385,Steinbach,DE,50.1667,8.5667,49.12,71,75,11.5,broken clouds
386,Amuntai,ID,-2.4177,115.2494,81.09,92,87,2.86,moderate rain
387,Jacmel,HT,18.2342,-72.5347,80.44,83,19,4.18,few clouds
388,Sosnovo-Ozerskoye,RU,52.5249,111.5418,44.28,43,96,12.01,overcast clouds
389,Kahramanmaras,TR,38.0,37.0,40.71,73,0,6.13,clear sky
390,Palauig,PH,15.435,119.9045,82.98,69,81,7.07,broken clouds
391,Sechura,PE,-5.5569,-80.8222,68.58,78,64,13.58,broken clouds
392,Kasongo-Lunda,CD,-6.4667,16.8167,66.92,99,75,0.34,broken clouds
393,Quballat,TN,36.5418,9.6633,52.07,88,100,8.63,overcast clouds
394,Xunchang,CN,28.4543,104.715,49.89,89,100,2.82,overcast clouds
395,Neuquen,AR,-38.9516,-68.0591,49.89,87,0,3.44,clear sky
396,Green Valley,US,31.8543,-110.9937,77.77,11,81,7.29,broken clouds
397,Udachnyy,RU,66.4167,112.4,19.0,80,98,11.45,overcast clouds
398,Khilok,RU,51.3674,110.4676,44.49,40,100,13.31,overcast clouds
399,Road Town,VG,18.4167,-64.6167,77.09,76,49,23.96,scattered clouds
400,Ketchikan,US,55.3422,-131.6461,45.07,33,0,8.05,clear sky
401,Marzuq,YE,14.4,46.4667,73.99,19,4,5.66,clear sky
402,Omboue,GA,-1.5746,9.2618,76.95,91,100,3.06,overcast clouds
403,Soderhamn,SE,61.3037,17.0592,34.63,83,100,3.06,overcast clouds
404,Salinopolis,BR,-0.6136,-47.3561,78.31,86,100,7.11,overcast clouds
405,San Cristobal,VE,7.7669,-72.225,71.78,84,99,2.68,overcast clouds
406,Mount Isa,AU,-20.7333,139.5,92.97,21,40,11.5,scattered clouds
407,Asosa,ET,10.0667,34.5333,63.7,79,98,1.95,overcast clouds
408,Massafra,IT,40.5888,17.117,57.07,65,95,4.29,overcast clouds
409,Rio Gallegos,AR,-51.6226,-69.2181,41.05,100,0,14.97,clear sky
410,Kisangani,CD,0.5167,25.2,68.54,99,99,1.99,overcast clouds
411,Mocuba,MZ,-16.8392,36.9856,70.2,98,11,1.79,few clouds
412,Jieshi,CN,22.8134,115.8257,68.61,64,70,23.98,broken clouds
413,Shubarshi,KZ,48.5872,57.1869,49.8,65,83,2.3,broken clouds
414,Matara,LK,5.9485,80.5353,86.34,66,33,5.12,scattered clouds
415,Vikulovo,RU,56.8167,70.6107,54.41,74,100,12.73,overcast clouds
416,Iqaluit,CA,63.7506,-68.5145,-2.47,71,20,6.91,few clouds
417,Biloela,AU,-24.4167,150.5,82.8,27,0,10.22,clear sky
418,Nalut,LY,30.3333,10.85,56.52,81,4,8.9,clear sky
419,Maneadero,MX,31.7167,-116.5667,60.1,82,21,5.32,few clouds
420,Cabedelo,BR,-6.9811,-34.8339,79.47,83,29,7.31,scattered clouds
421,Kieta,PG,-6.2167,155.6333,83.64,73,90,3.62,light rain
422,Argelia,CO,2.2556,-77.2488,65.73,97,100,1.61,light rain
423,Traverse City,US,44.7631,-85.6206,34.0,72,96,7.96,overcast clouds
424,Lakeway,US,30.3638,-97.9796,76.5,83,0,7.0,clear sky
425,Cascais,PT,38.6979,-9.4215,58.93,73,39,3.0,scattered clouds
426,Port Hedland,AU,-20.3167,118.5667,96.85,24,8,11.5,clear sky
427,Batabano,CU,22.7164,-82.2881,75.72,85,2,9.82,clear sky
428,Igarka,RU,67.4667,86.5833,28.26,92,100,7.38,light snow
429,Yarada,IN,17.65,83.2667,89.92,66,40,8.05,scattered clouds
430,Burnie,AU,-41.0667,145.9167,59.07,92,100,8.77,overcast clouds
431,Lingao,CN,19.9103,109.6859,84.78,62,57,13.18,broken clouds
432,Craig,US,40.5153,-107.5464,42.42,68,27,2.37,scattered clouds
433,Jalu,LY,29.0331,21.5482,74.95,14,96,24.32,overcast clouds
434,Changli,CN,39.7042,119.1506,68.45,10,0,8.61,clear sky
435,Verkhnyaya Inta,RU,65.9811,60.3094,20.12,90,100,8.81,overcast clouds
436,Ambilobe,MG,-13.2,49.05,77.31,82,20,5.3,few clouds
437,Lubao,PH,14.9167,120.55,87.87,48,41,6.8,scattered clouds
438,Deputatskiy,RU,69.3,139.9,11.25,71,100,2.95,overcast clouds
439,Oktyabrskiy,RU,54.4815,53.471,33.35,78,100,11.68,overcast clouds
440,Phuthaditjhaba,ZA,-28.5242,28.8158,49.39,96,100,5.57,light rain
441,Leshukonskoye,RU,64.8989,45.7622,25.14,93,87,4.65,overcast clouds
442,Kawambwa,ZM,-9.7915,29.0791,61.07,96,100,3.15,overcast clouds
443,Srednekolymsk,RU,67.45,153.6833,20.19,71,100,3.09,overcast clouds
444,Jucurutu,BR,-6.0339,-37.0203,76.71,89,34,2.17,scattered clouds
445,Talara,PE,-4.5772,-81.2719,69.48,79,56,16.22,broken clouds
446,Vanimo,PG,-2.6741,141.3028,84.27,73,57,5.93,broken clouds
447,Iaciara,BR,-14.0958,-46.6317,68.94,94,51,0.58,broken clouds
448,Rutana,BI,-3.8667,30.1,57.2,92,100,1.9,overcast clouds
449,Morro Bay,US,35.3658,-120.8499,56.93,88,99,3.0,overcast clouds
450,Sar-E Pul,AF,35.8333,66.1667,63.86,23,39,3.18,scattered clouds
451,Neiafu,TO,-18.65,-173.9833,81.28,83,75,2.3,broken clouds
452,Goderich,CA,43.7501,-81.7165,38.91,75,100,12.66,overcast clouds
453,Teacapan,MX,22.55,-105.75,70.09,79,100,2.28,overcast clouds
454,Faanui,PF,-16.4833,-151.75,82.47,69,2,14.83,clear sky
455,Aransas Pass,US,27.9095,-97.15,75.22,96,100,13.8,mist
456,Praxedis Guerrero,MX,31.3667,-106.0167,69.51,8,90,4.65,overcast clouds
457,Inta,RU,66.0317,60.1659,20.03,90,100,9.35,overcast clouds
458,Marsh Harbour,BS,26.5412,-77.0636,72.7,82,100,16.4,overcast clouds
459,Msanga,TZ,-6.05,36.0333,65.39,95,100,2.15,overcast clouds
460,Abu Dhabi,AE,24.4667,54.3667,82.96,80,0,2.3,clear sky
461,Lai,TD,9.3952,16.2989,83.3,48,47,6.35,scattered clouds
462,Chernyshevskiy,RU,63.0128,112.4714,20.84,75,89,4.97,overcast clouds
463,Aquiraz,BR,-3.9014,-38.3911,80.69,87,39,3.42,scattered clouds
464,Tual,ID,-5.6667,132.75,84.22,73,99,8.21,overcast clouds
465,Walvis Bay,NA,-22.9575,14.5053,57.09,94,0,6.91,clear sky
466,Penzance,GB,50.1186,-5.5371,53.13,92,97,5.21,overcast clouds
467,Luanda,AO,-8.8368,13.2343,75.2,88,75,4.61,broken clouds
468,Yar-Sale,RU,66.8333,70.8333,17.98,89,100,10.87,overcast clouds
469,Kyzyl-Suu,KG,42.3414,78.0056,52.36,41,0,3.29,clear sky
470,Jardim,BR,-21.4803,-56.1381,60.93,92,0,3.98,clear sky
471,Grand Gaube,MU,-20.0064,57.6608,77.4,84,81,7.0,broken clouds
472,Aguimes,ES,27.9054,-15.4461,63.23,68,20,20.71,few clouds
473,Sawtell,AU,-30.3833,153.1,69.82,73,100,14.97,light intensity shower rain
474,Tosya,TR,41.0155,34.0401,45.05,75,0,0.78,clear sky
475,Uong Bi,VN,21.0333,106.7833,73.38,74,96,8.99,moderate rain
476,Glendive,US,47.1053,-104.7125,22.62,86,100,3.44,overcast clouds
477,Mirnyy,RU,62.5353,113.9611,26.24,42,88,4.0,overcast clouds
478,Guerrero Negro,MX,27.9769,-114.0611,59.38,81,92,14.43,overcast clouds
479,Nurota,UZ,40.5614,65.6886,76.73,21,96,2.53,overcast clouds
480,Riyadh,SA,24.6877,46.7219,77.14,28,57,2.59,broken clouds
481,Norsup,VU,-16.0667,167.3833,83.48,72,96,2.82,overcast clouds
482,Hualmay,PE,-11.0964,-77.6139,66.24,87,42,9.98,scattered clouds
483,Inhambane,MZ,-23.865,35.3833,72.91,94,88,10.25,moderate rain
484,Nabire,ID,-3.3667,135.4833,84.11,77,87,5.32,overcast clouds
485,Cidreira,BR,-30.1811,-50.2056,64.36,67,84,7.18,broken clouds
486,Along,IN,28.1667,94.7667,71.85,83,98,3.06,overcast clouds
487,Edd,ER,13.9297,41.6925,84.4,55,39,1.07,scattered clouds
488,Grenfell,AU,-33.9,148.1667,76.84,28,0,1.52,clear sky
489,Tortoli,IT,39.9256,9.6572,58.35,41,100,4.43,overcast clouds
490,Darhan,MN,49.4867,105.9228,49.17,33,100,6.96,overcast clouds
491,Salina Cruz,MX,16.1667,-95.2,82.15,76,31,4.54,scattered clouds
492,Moose Factory,CA,51.2585,-80.6094,32.0,100,100,6.91,overcast clouds
493,Egvekinot,RU,66.3167,-179.1667,15.96,85,100,12.62,overcast clouds
494,Jiujiang,CN,29.7333,115.9833,54.61,66,100,9.48,overcast clouds
495,Rabaul,PG,-4.1967,152.1721,84.24,69,48,6.76,light rain
496,Birao,CF,10.2849,22.7882,79.21,52,100,7.11,overcast clouds
497,Qandala,SO,11.472,49.8728,85.26,62,99,7.27,overcast clouds
498,Fukue,JP,32.6881,128.8419,61.16,59,20,23.02,few clouds
499,Vila Do Maio,CV,15.1333,-23.2167,70.59,79,26,13.85,scattered clouds
500,Lufilufi,WS,-13.8745,-171.5986,89.38,75,56,11.01,light rain
501,Raudeberg,NO,61.9875,5.1352,45.86,74,17,12.12,few clouds
502,Shingu,JP,33.7333,135.9833,64.22,36,69,4.74,broken clouds
503,Korla,CN,41.7597,86.1469,53.13,9,0,6.96,clear sky
504,Saint-Francois,FR,46.4154,3.9054,46.42,94,36,2.3,scattered clouds
505,Valparaiso,CL,-33.0393,-71.6273,57.47,70,0,5.75,clear sky
506,Margate,GB,51.3813,1.3862,49.3,91,1,1.99,clear sky
507,Taksimo,RU,56.3444,114.8794,31.57,49,94,2.95,overcast clouds
508,Abnub,EG,27.2696,31.1511,61.02,20,3,3.49,clear sky
509,Henties Bay,NA,-22.116,14.2845,58.26,89,0,5.3,clear sky
510,Taizhou,CN,32.4933,119.9106,59.18,42,100,6.89,overcast clouds
511,General Bravo,MX,25.8,-99.1667,77.77,72,93,18.1,overcast clouds
512,Edgewater,US,28.9889,-80.9023,73.0,90,0,8.05,clear sky
513,Farsund,NO,58.0948,6.8047,37.94,73,93,3.8,overcast clouds
514,Mariental,NA,-24.6333,17.9667,65.75,45,91,10.49,overcast clouds
515,Izberbash,RU,42.5696,47.8645,48.25,73,12,2.04,few clouds
516,Lesnoy,RU,57.6198,63.0784,42.84,83,97,12.08,overcast clouds
517,Brazzaville,CG,-4.2658,15.2832,73.71,94,20,3.44,few clouds
518,Dunedin,NZ,-45.8742,170.5036,61.81,38,1,25.01,clear sky
519,Maryborough,AU,-25.5333,152.7,74.23,55,66,8.88,broken clouds
520,Zinder,NE,13.8072,8.9881,78.94,41,96,8.34,overcast clouds
521,Lorengau,PG,-2.0226,147.2712,84.07,73,30,5.35,scattered clouds
522,Labrea,BR,-7.2586,-64.7981,73.33,99,98,0.4,overcast clouds
523,Nouakchott,MR,18.0858,-15.9785,64.33,89,0,13.62,clear sky
524,Maceio,BR,-9.6658,-35.7353,78.24,83,20,6.91,few clouds
525,Guatire,VE,10.4762,-66.5427,77.2,98,86,1.99,overcast clouds
526,Sydney,AU,-33.8679,151.2073,78.58,69,40,9.22,scattered clouds
527,Bashmakovo,RU,53.2133,43.0342,43.47,75,97,8.28,overcast clouds
528,Puerto Guzman,CO,0.9703,-76.5858,70.57,96,99,3.67,overcast clouds
529,Rio Grande,BR,-32.035,-52.0986,65.08,59,70,11.01,broken clouds
530,New Iberia,US,30.0035,-91.8187,74.1,94,100,13.8,overcast clouds
531,Narasapur,IN,16.45,81.6667,91.45,56,36,7.67,scattered clouds
532,Hohhot,CN,40.8106,111.6522,55.69,14,0,6.71,clear sky
533,Necochea,AR,-38.5473,-58.7368,53.62,69,4,9.53,clear sky
534,Muli,MV,2.9167,73.5667,83.82,70,97,3.42,overcast clouds
535,Samarai,PG,-10.6167,150.6667,84.07,69,100,9.46,overcast clouds
536,Guariba,BR,-21.36,-48.2283,53.98,86,0,5.91,clear sky
537,San Jose,US,37.3394,-121.895,58.14,64,0,11.5,clear sky
538,Rognan,NO,67.0953,15.3878,39.34,63,86,7.67,overcast clouds
539,Sinalunga,IT,43.2152,11.7495,53.46,54,2,3.56,clear sky
540,Beeville,US,28.4008,-97.7483,72.99,94,75,3.44,broken clouds
541,El Dorado,US,38.7666,-120.5177,51.62,83,93,4.65,overcast clouds
542,Escanaba,US,45.7453,-87.0646,30.51,59,43,1.01,scattered clouds
543,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,41.59,42,75,4.47,broken clouds
544,Kottagudem,IN,17.55,80.6333,94.42,40,72,5.99,broken clouds
545,Chernoyerkovskaya,RU,45.4331,37.7686,45.97,88,49,4.27,scattered clouds
546,Kadoma,JP,34.7333,135.5833,65.17,37,40,19.57,scattered clouds
547,Sayansk,RU,54.1088,102.1648,49.37,46,92,10.96,overcast clouds
548,Bushehr,IR,28.9684,50.8385,80.69,50,99,9.22,dust
549,Warrnambool,AU,-38.3833,142.4833,79.81,62,25,6.22,scattered clouds
550,Tooele,US,40.5308,-112.2983,47.12,69,7,1.99,clear sky
551,Isla Mujeres,MX,21.2311,-86.731,78.17,80,8,12.1,clear sky
552,Melita,CA,49.2681,-100.9967,17.55,91,100,6.42,overcast clouds
553,Ormara,PK,25.2088,64.6357,80.37,82,0,4.47,clear sky
554,Olga,RU,43.7444,135.2892,53.2,44,25,12.53,scattered clouds
555,Lebyazhye,RU,55.2689,66.4947,54.28,50,84,19.82,broken clouds
556,Kiunga,PG,-6.1219,141.2906,93.43,50,87,0.25,overcast clouds
557,Valley City,US,46.9233,-98.0032,18.12,86,100,12.66,overcast clouds
558,Benito Juarez,MX,19.385,-99.165,73.99,42,100,8.99,overcast clouds
559,Montabaur,DE,50.4333,7.8333,46.71,82,23,3.98,few clouds
560,Alyangula,AU,-13.8483,136.4192,87.67,70,40,12.66,light rain
561,Tazovskiy,RU,67.4667,78.7,20.61,91,100,4.63,overcast clouds
562,Hereford,GB,52.0568,-2.7148,50.76,94,23,3.06,few clouds
563,Chumikan,RU,54.7183,135.315,29.88,94,100,19.26,snow
564,Vila,PT,42.0304,-8.1588,43.7,90,35,1.99,scattered clouds
565,Lerwick,GB,60.1545,-1.1494,46.4,89,99,24.45,overcast clouds
566,Port Macquarie,AU,-31.4333,152.9167,70.9,56,100,8.48,overcast clouds
567,Agnibilekrou,CI,7.1344,-3.2047,71.71,97,100,2.48,overcast clouds
568,Minna,NG,9.6139,6.5569,74.91,88,0,2.3,clear sky
569,Pudozh,RU,61.8099,36.5345,25.57,91,24,3.74,few clouds
570,Katsuura,JP,35.1333,140.3,52.63,77,100,19.46,overcast clouds
571,Dombarovskiy,RU,50.7587,59.5386,47.46,69,33,13.53,scattered clouds
572,Koindu,GN,8.4386,-10.3253,71.17,99,96,2.28,overcast clouds
573,Quelimane,MZ,-17.8786,36.8883,78.75,94,20,0.0,few clouds
574,Talaya,RU,61.3833,152.75,15.85,74,100,4.36,overcast clouds
575,Malacacheta,BR,-17.8422,-42.0767,62.98,96,100,5.5,overcast clouds
576,Bar Harbor,US,44.3876,-68.2039,51.35,69,33,20.98,scattered clouds
577,Goure,NE,13.9835,10.2704,80.02,43,80,9.28,broken clouds
578,Slave Lake,CA,55.2834,-114.769,31.98,37,20,4.61,few clouds
579,Tirumullaivasal,IN,11.2333,79.8333,90.07,60,44,12.86,scattered clouds
580,Springfield,US,37.2153,-93.2982,53.53,88,58,1.99,broken clouds
581,Kuandian,CN,40.7286,124.7847,62.17,21,0,9.22,clear sky
582,Mitu,CO,1.1983,-70.1733,71.85,99,91,1.79,overcast clouds
583,Mananjary,MG,-21.2167,48.3333,76.26,86,69,6.24,light rain
584,Innisfail,AU,-17.5333,146.0333,78.67,69,100,8.88,overcast clouds
585,Rincon,US,32.296,-81.2354,67.86,87,27,4.61,scattered clouds
586,Swellendam,ZA,-34.0226,20.4417,51.64,79,63,5.7,broken clouds
587,Ampanihy,MG,-24.7,44.75,75.83,71,72,3.22,broken clouds
588,Bilma,NE,18.6853,12.9164,81.48,6,96,9.53,overcast clouds
589,Matay,EG,28.419,30.7792,63.09,41,1,9.75,clear sky
590,Moultrie,US,31.1799,-83.7891,68.83,77,0,4.61,clear sky
591,Najran,SA,17.4924,44.1277,74.05,31,4,3.6,clear sky
592,Verkhnevilyuysk,RU,63.4453,120.3167,24.76,76,99,6.85,overcast clouds
593,Los Llanos De Aridane,ES,28.6585,-17.9182,62.35,68,0,11.5,clear sky
594,Katangli,RU,51.7102,143.2326,33.4,86,100,11.88,overcast clouds
595,Nikel,RU,69.4128,30.222,35.78,85,100,5.66,overcast clouds
596,Villacarrillo,ES,38.1156,-3.0848,52.32,59,0,2.77,clear sky
597,Sencha,UA,50.2548,33.346,47.01,91,71,6.44,broken clouds
598,Nanma,CN,36.1817,118.1583,64.38,14,63,4.14,broken clouds
599,Bathsheba,BB,13.2167,-59.5167,79.41,78,40,24.16,scattered clouds
600,San Pedro De Ycuamandiyu,PY,-24.0917,-57.0764,53.35,86,0,3.69,clear sky
601,Kijang,KR,35.2442,129.2139,62.33,47,49,10.31,scattered clouds
602,Petrolina,BR,-9.3986,-40.5008,77.05,88,40,2.3,light rain
603,Brae,GB,60.3964,-1.353,45.61,89,98,22.1,overcast clouds
604,Paso De Los Toros,UY,-32.8167,-56.5167,54.19,87,0,6.8,clear sky
605,Vrangel,RU,42.7297,133.0839,45.05,64,2,8.37,clear sky
606,Hantsport,CA,45.0668,-64.1654,42.69,96,58,1.01,broken clouds
607,Vanavara,RU,60.34,102.2797,41.85,83,100,7.72,overcast clouds
608,Ossora,RU,59.2353,163.0719,31.93,66,79,5.77,broken clouds
609,Pantai Remis,MY,4.4557,100.6288,87.82,66,100,3.51,overcast clouds
610,Sharanga,RU,57.1775,46.5396,30.54,71,33,6.71,scattered clouds
611,Isla Vista,US,34.4133,-119.861,60.82,72,95,9.75,overcast clouds
612,Labuhan,ID,-6.8844,112.2051,88.07,60,95,0.43,overcast clouds
613,La Paz,BO,-16.5,-68.15,39.18,100,2,4.61,clear sky
614,Lucea,JM,18.451,-78.1736,78.66,78,1,3.29,clear sky
615,Cururupu,BR,-1.8283,-44.8683,74.08,98,100,2.37,overcast clouds
616,Taoudenni,ML,22.6783,-3.9836,72.36,21,0,11.27,clear sky
617,Pahrump,US,36.2083,-115.9839,70.25,24,47,4.0,scattered clouds
618,Ko Samui,TH,9.5357,99.9357,89.51,66,20,4.61,few clouds
619,Adelaide,AU,-34.9333,138.6,86.04,41,0,8.05,clear sky
620,Yaring,TH,6.8662,101.3689,86.59,64,99,2.17,overcast clouds
621,Delhi,IN,28.6667,77.2167,95.31,22,20,8.05,dust
622,Sabang,ID,5.8933,95.3214,83.26,70,74,1.7,broken clouds
623,Sampit,ID,-2.5333,112.95,85.42,64,100,1.57,light rain
624,Fundacion,CO,10.5207,-74.185,80.96,82,54,3.27,broken clouds
625,Huarmey,PE,-10.0681,-78.1522,67.15,85,74,11.07,broken clouds
626,Lianran,CN,24.9227,102.485,66.74,28,0,13.51,clear sky
627,Dingle,PH,10.9995,122.6711,85.86,68,34,5.19,scattered clouds
628,Zhifang,CN,30.35,114.3167,57.18,64,100,4.29,overcast clouds
629,Salmon Creek,US,45.7107,-122.649,47.12,70,7,4.97,clear sky
630,Chengde,CN,40.9725,117.9361,63.88,11,2,10.67,clear sky
631,Berlevag,NO,70.8578,29.0864,37.2,92,100,18.54,overcast clouds
632,Chirongui,YT,-12.9319,45.1483,80.53,69,10,2.33,clear sky
633,Esna,EG,25.2934,32.554,66.22,10,0,2.26,clear sky
634,Santa Rosa,PH,14.3122,121.1114,90.09,63,26,7.58,scattered clouds
635,Kutum,SD,14.2,24.6667,69.37,10,74,5.77,broken clouds
636,Vohma,EE,58.6283,25.5483,32.5,89,36,7.4,scattered clouds
637,Rafai,CF,4.95,23.9167,67.66,98,98,2.8,overcast clouds
638,Noyabrsk,RU,63.1994,75.4507,38.53,100,100,10.83,overcast clouds
639,Tibati,CM,6.4667,12.6333,70.7,89,93,1.34,overcast clouds
640,Junin,AR,-34.5838,-60.9433,49.98,67,0,7.52,clear sky
641,Punta Cardon,VE,11.6581,-70.215,77.94,83,16,29.71,few clouds
642,Lewistown,US,40.5992,-77.5714,62.01,29,0,9.22,clear sky
643,Casper,US,42.8666,-106.3131,23.81,81,53,5.99,broken clouds
644,Salair,RU,54.2312,85.7972,55.11,53,15,5.82,few clouds
645,Mbaiki,CF,3.8678,17.9892,68.67,91,74,2.17,broken clouds
646,Agadir,MA,30.4202,-9.5982,63.05,32,84,8.84,broken clouds
647,Vostok,RU,46.4856,135.8833,47.62,44,99,11.83,overcast clouds
648,Sioux Lookout,CA,50.1001,-91.917,16.81,95,99,8.66,overcast clouds
649,Koungou,YT,-12.7336,45.2042,80.31,89,0,5.75,clear sky
650,Derzhavinsk,KZ,51.1,66.3167,54.23,57,100,6.85,overcast clouds
651,Tucuma,BR,-0.1833,-50.05,76.39,90,100,4.7,overcast clouds
652,Gusinoye Ozero,RU,51.1144,106.2614,50.56,43,100,15.03,overcast clouds
653,Talcahuano,CL,-36.7167,-73.1167,50.92,87,4,5.97,clear sky
654,Bolgatanga,GH,10.7856,-0.8514,83.68,60,99,10.6,overcast clouds
655,Riedlingen,DE,48.1545,9.4756,42.13,96,16,7.63,few clouds
656,Letka,RU,59.6011,49.4232,27.86,85,99,9.1,overcast clouds
657,Gorodets,RU,56.6514,43.475,33.75,72,99,7.49,overcast clouds
658,Sangar,RU,63.9242,127.4739,24.04,83,49,5.48,scattered clouds
659,Tipuani,BO,-15.5648,-68.0185,68.36,86,75,0.63,broken clouds
660,Ratnagiri,IN,16.9833,73.3,85.73,58,0,5.5,clear sky
661,West Bay,KY,19.3667,-81.4167,80.01,82,0,4.61,clear sky
662,Grand Forks,US,47.9417,-97.4337,18.79,79,100,9.22,overcast clouds
663,Pevek,RU,69.7008,170.3133,20.55,87,44,3.69,scattered clouds
664,Okhotsk,RU,59.3833,143.3,26.51,76,29,2.89,scattered clouds
665,Bardiyah,LY,31.7561,25.0865,62.49,61,100,13.62,overcast clouds
666,Altay,CN,47.8667,88.1167,48.02,33,1,1.81,clear sky
667,Bowen,AU,-20.0167,148.2333,79.09,64,17,17.9,few clouds
668,Bollnas,SE,61.3482,16.3946,34.12,89,100,2.57,overcast clouds
669,Tambun,ID,-6.2641,107.0712,91.85,53,79,2.04,broken clouds
670,Dhidhdhoo,MV,6.8833,73.1,84.6,69,97,8.48,overcast clouds
671,Caernarfon,GB,53.1413,-4.2702,52.63,45,100,11.01,overcast clouds
672,Marawi,PH,7.9986,124.2928,81.7,60,83,5.26,broken clouds
673,Manay,PH,7.215,126.5397,84.31,72,92,5.84,overcast clouds
674,Komsomolets,KZ,53.7453,62.0708,48.09,61,81,15.68,broken clouds
675,Boguchany,RU,58.3814,97.4531,44.56,86,100,4.21,overcast clouds
676,Port Shepstone,ZA,-30.7414,30.455,64.45,80,100,15.41,light rain
677,Mansa,IN,29.9833,75.3833,94.12,14,0,6.29,clear sky
678,Hofn,IS,64.2539,-15.2082,45.01,98,100,1.95,light rain
679,Saint-Pierre,RE,-21.3393,55.4781,75.29,75,0,6.91,clear sky
680,Beringovskiy,RU,63.05,179.3167,32.32,96,100,25.21,light snow
681,Buckeye,US,33.3703,-112.5838,79.81,8,82,6.91,broken clouds
682,Iralaya,HN,15.0,-83.2333,79.5,72,27,10.25,scattered clouds
683,Bilibino,RU,68.0546,166.4372,31.28,79,100,4.41,overcast clouds
684,Ixtapa,MX,20.7,-105.2,74.23,81,100,1.99,overcast clouds
685,Kerman,IR,30.2832,57.0788,60.66,44,85,4.61,dust
686,Clarence Town,AU,-32.5833,151.7833,76.6,53,99,5.75,overcast clouds
687,Ust-Tsilma,RU,65.441,52.1498,24.06,89,96,7.11,overcast clouds
688,Keuruu,FI,62.2667,24.7,25.81,89,68,3.44,broken clouds
